Daytime/evening attendance,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
1,0,0,1,1,0,21,5,3,10,5,4,11,Dropout
1,0,0,1,1,1,23,6,5,13,6,6,12.85714286,Graduate
0,0,0,1,1,0,29,6,6,12,6,6,14,Graduate
1,0,0,1,1,0,20,8,7,15.02857143,8,7,15.02857143,Graduate
1,0,0,1,1,0,18,6,6,12,6,6,11.71428571,Graduate
1,0,0,1,1,0,19,6,5,12,6,5,12.4,Graduate
1,0,0,0,1,0,23,7,3,13.66666667,8,3,11.33333333,Dropout
1,0,0,1,1,0,21,0,0,0,0,0,0,Dropout
1,0,0,1,1,0,18,5,5,12,5,4,12.5,Enrolled
1,0,0,1,1,1,18,0,0,0,0,0,0,Graduate
1,0,1,0,1,0,21,6,1,14,6,0,0,Dropout
1,0,0,1,1,0,22,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,21,7,7,12.375,7,5,12.58333333,Graduate
1,0,0,0,1,0,32,7,0,0,8,0,0,Dropout
1,0,0,1,1,0,27,18,18,11.42105263,13,13,11.07692308,Graduate
1,0,0,1,1,0,18,7,6,13.35,7,6,13.35,Graduate
1,0,0,1,1,1,24,6,6,15,6,2,16,Graduate
1,0,0,1,1,0,22,5,2,10.5,5,0,0,Dropout
1,0,0,0,1,0,22,6,0,0,4,0,0,Dropout
1,0,0,1,1,0,19,5,5,13.25,5,5,11.83333333,Graduate
1,0,0,1,1,0,19,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,21,5,4,11.5,5,3,10.6,Enrolled
1,0,0,1,0,1,18,8,8,13.88125,8,8,13.88125,Graduate
1,0,0,1,0,0,18,6,6,11.33333333,6,5,12.6,Graduate
1,0,1,1,0,0,20,0,0,0,0,0,0,Dropout
1,0,0,1,0,0,19,6,6,12.85714286,6,6,13.66666667,Graduate
1,0,1,1,0,0,19,6,5,11.6,6,6,12.5,Graduate
1,0,0,1,0,1,18,6,5,11.4,6,6,11.33333333,Graduate
1,0,0,1,0,0,20,6,6,13.33333333,6,6,13,Enrolled
1,0,1,1,0,1,22,7,7,13.57142857,9,9,13.77777778,Graduate
1,0,0,1,0,0,31,7,6,11.83333333,7,7,12.22857143,Graduate
1,0,0,1,0,1,19,7,7,14.42857143,7,7,14.14285714,Graduate
1,0,0,1,0,0,18,0,0,0,0,0,0,Enrolled
1,0,0,1,0,1,18,6,6,12.28571429,6,5,12.4,Graduate
1,0,0,1,0,0,21,5,5,14.4,5,5,13.8,Graduate
1,0,0,1,0,1,18,7,7,13.15,8,8,15.06875,Graduate
1,0,1,0,1,0,25,5,0,0,5,0,0,Dropout
1,0,1,1,1,0,21,5,0,0,6,0,0,Dropout
1,0,0,1,0,1,19,8,7,12.34285714,8,7,12.34285714,Graduate
1,0,0,1,0,0,19,6,5,12.2,6,5,10.8,Enrolled
1,0,0,1,0,0,22,6,4,10.5,6,1,11,Dropout
1,0,0,1,1,0,19,5,5,10.6,5,5,11.6,Graduate
0,0,0,1,0,0,58,6,0,0,6,0,0,Dropout
1,0,0,1,0,1,19,6,4,11.25,6,6,12,Graduate
1,0,0,1,1,0,23,9,6,10.5,10,10,11.7,Graduate
1,0,0,1,0,1,19,6,4,11,6,3,11.66666667,Enrolled
1,0,0,1,0,0,18,7,7,13.45714286,8,8,14.5125,Graduate
1,0,0,1,0,0,20,5,5,12.6,5,4,12.33333333,Graduate
1,0,0,0,0,0,18,6,0,0,6,0,0,Dropout
1,0,0,1,0,0,18,6,6,13.66666667,6,5,13.6,Graduate
1,0,1,1,0,1,18,5,5,11.6,5,5,11.8,Graduate
1,0,0,1,0,0,24,6,6,12.57142857,6,5,12.83333333,Dropout
1,0,0,1,0,0,18,6,5,11.8,6,5,11.4,Dropout
1,0,0,1,0,1,19,5,5,11.6,5,3,12.66666667,Enrolled
1,0,0,1,0,1,19,6,6,11.33333333,6,6,11.83333333,Graduate
1,0,0,1,0,0,18,6,6,10.66666667,6,6,11.5,Graduate
1,0,0,1,0,0,18,5,4,13.5,5,5,13.4,Enrolled
1,0,0,1,0,1,19,0,0,0,0,0,0,Graduate
1,0,0,1,0,0,22,6,6,13.33333333,6,4,11.5,Graduate
1,0,0,1,0,0,19,6,5,13.4,6,2,13.5,Enrolled
1,0,0,1,0,1,21,6,3,10.2,6,4,12.25,Enrolled
1,0,0,1,0,1,21,6,5,13,6,6,12.83333333,Graduate
1,0,0,1,0,1,18,8,7,12.90857143,8,7,12.90857143,Graduate
1,0,0,1,0,0,20,6,4,12,6,1,10,Dropout
1,0,0,1,0,1,18,6,6,10.83333333,6,5,11,Enrolled
1,0,0,1,0,0,19,6,6,15.33333333,6,6,15.83333333,Graduate
1,0,0,1,0,1,18,7,6,12.81666667,8,6,12.875,Enrolled
1,0,1,0,1,0,26,7,6,13,6,2,14,Dropout
1,0,1,1,0,0,19,6,2,13.5,5,2,11,Enrolled
0,0,0,1,0,0,35,6,6,12.5,6,6,12.16666667,Graduate
1,0,0,1,0,1,19,6,6,13,6,6,14.33333333,Graduate
1,0,0,1,1,0,18,5,4,11.75,5,5,12.57142857,Graduate
1,0,0,1,1,0,19,5,4,12.5,5,4,14.25,Graduate
1,0,0,1,1,0,25,17,17,11.61111111,17,17,12.05555556,Graduate
1,0,0,1,1,0,18,6,6,14,6,6,14.66666667,Graduate
1,0,1,0,1,0,26,6,0,0,6,0,0,Dropout
0,0,0,1,1,0,34,5,5,13.8,5,5,13.83333333,Graduate
1,0,0,0,1,0,18,5,0,0,5,0,0,Dropout
1,0,0,0,1,0,18,0,0,0,0,0,0,Dropout
1,0,0,1,1,1,18,5,4,12.25,5,3,12.33333333,Dropout
1,0,0,1,1,0,20,6,3,11.5,6,3,13.66666667,Dropout
1,0,0,1,1,0,25,7,6,12.57142857,9,9,12.55555556,Graduate
1,0,0,1,1,0,18,6,6,12,6,5,12.16666667,Dropout
1,0,0,1,1,0,19,12,11,12,12,12,12.30769231,Graduate
1,0,0,1,1,0,20,0,0,0,0,0,0,Dropout
1,0,0,1,1,1,20,7,6,12,6,6,11.16666667,Graduate
1,0,0,1,1,0,20,5,4,11.6,5,4,12.25,Enrolled
1,0,0,1,1,1,19,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,20,5,5,12,5,4,13,Enrolled
1,0,0,1,1,0,18,7,6,13.97666667,8,6,12.04166667,Enrolled
1,0,0,1,1,0,19,6,4,12.5,6,1,10,Enrolled
1,0,0,0,1,0,20,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,24,6,4,10.5,6,4,12.5,Dropout
1,0,0,1,1,0,20,6,5,12.85714286,6,6,12.3,Graduate
1,0,0,1,1,0,19,5,3,11.66666667,5,4,12,Enrolled
1,0,0,1,1,0,23,5,2,13,5,1,10,Dropout
1,0,0,1,1,0,20,6,6,11.83333333,6,5,10.4,Enrolled
0,0,0,1,1,0,21,11,11,12.45454545,11,8,12.75,Graduate
1,0,0,1,1,0,20,5,3,11,5,0,0,Dropout
1,0,0,1,1,0,21,5,4,13.2,5,4,14.25,Enrolled
1,0,0,1,1,1,18,6,6,15.5,6,6,14.16666667,Graduate
1,0,0,1,1,0,18,6,6,12.33333333,6,6,13.66666667,Graduate
1,0,0,1,1,0,18,5,5,12,5,4,11.4,Enrolled
1,0,0,1,1,0,20,6,4,11.6,6,5,11.5,Enrolled
1,0,0,1,1,1,18,6,6,11.33333333,6,6,12.28571429,Graduate
1,0,0,1,1,0,19,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,20,5,4,12,5,2,12.5,Enrolled
1,0,0,1,1,0,19,5,4,12,5,5,12.6,Graduate
0,0,1,1,1,0,33,5,2,12.5,5,2,11.5,Dropout
1,0,0,1,1,0,21,12,12,13.66666667,11,11,13,Graduate
1,0,1,0,1,0,25,6,2,14.5,6,0,0,Dropout
1,0,0,1,1,1,20,6,4,13.2,6,0,0,Dropout
1,0,0,1,1,1,22,7,5,12.16666667,8,5,14.8,Dropout
1,0,0,1,0,0,39,6,4,11.25,6,6,11.33333333,Graduate
1,0,0,1,1,1,21,6,6,15.16666667,6,6,14.42857143,Graduate
1,0,0,1,0,1,19,6,6,11.16666667,6,4,13.4,Graduate
1,0,0,1,0,1,26,7,6,10.98333333,7,6,10.98333333,Graduate
1,0,0,1,0,1,19,6,4,10.75,6,5,11.5,Graduate
1,0,0,0,0,1,20,12,11,13.38461538,9,7,14.28571429,Graduate
1,0,0,1,0,1,25,6,6,11.28571429,6,5,12.2,Enrolled
0,0,0,1,1,0,24,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,20,5,4,13,5,5,14.83333333,Graduate
1,0,0,1,1,0,29,6,6,16.11111111,6,6,13.5,Graduate
1,0,0,1,1,0,20,6,6,11.5,6,6,11,Graduate
1,0,0,1,1,0,20,6,4,10.75,6,2,10.5,Dropout
1,0,0,1,1,1,24,6,4,11.6,6,5,13,Graduate
1,0,1,1,1,0,24,7,0,0,7,0,0,Dropout
1,0,0,1,1,0,23,5,5,13.8,5,5,14.14285714,Graduate
1,0,0,1,1,0,20,7,7,13.58571429,8,8,14.6875,Graduate
1,0,0,1,1,0,19,6,6,13.85714286,6,5,13,Graduate
1,0,0,1,1,0,28,6,5,12,6,6,12.33333333,Enrolled
1,0,0,1,1,1,20,6,6,13.44444444,6,5,12.6,Graduate
1,0,0,1,1,0,18,6,6,14,6,6,13.85714286,Graduate
1,0,1,1,1,0,20,6,1,12,6,0,0,Dropout
0,0,0,1,1,0,33,5,5,14.2,5,5,13.83333333,Graduate
1,0,0,1,0,0,35,7,5,13.34,7,5,10.84,Enrolled
1,0,0,1,0,0,27,8,7,12.45714286,8,7,12.45714286,Enrolled
1,0,0,0,0,0,19,6,3,11,6,3,12,Dropout
0,0,0,1,0,1,31,5,4,10.5,5,4,10.5,Enrolled
1,0,0,1,1,0,19,0,0,0,0,0,0,Graduate
1,0,0,1,1,0,22,13,13,14,12,12,13,Graduate
1,0,0,1,0,0,39,7,0,0,8,0,0,Dropout
1,0,0,0,1,0,22,1,0,0,6,0,0,Dropout
0,0,0,1,1,0,47,5,4,10,5,4,12.5,Enrolled
1,0,0,1,1,1,19,0,0,0,0,0,0,Graduate
1,0,0,1,0,0,19,6,6,13.5,6,6,14.33333333,Graduate
1,0,0,1,0,0,19,7,0,0,8,0,0,Dropout
1,0,0,1,0,1,21,17,17,13.38888889,17,17,14.88888889,Graduate
1,0,0,0,0,0,39,7,0,0,8,0,0,Dropout
1,0,0,1,1,0,19,12,12,13.58333333,11,11,13.58333333,Graduate
1,0,0,1,1,1,20,0,0,0,0,0,0,Enrolled
1,0,1,0,1,0,24,5,0,0,5,0,0,Dropout
0,0,0,1,1,0,27,5,1,10,5,0,0,Dropout
0,0,0,1,1,0,29,5,5,15.2,5,5,15.2,Graduate
1,0,0,1,1,0,20,6,4,12.8,6,0,0,Dropout
1,0,0,1,1,0,21,5,5,11.16666667,5,4,11,Dropout
1,0,0,1,1,0,18,0,0,0,0,0,0,Enrolled
1,0,0,1,1,0,19,8,7,12.82857143,8,7,12.82857143,Graduate
1,0,1,0,1,0,19,6,6,12.5,6,4,12.6,Dropout
1,0,0,1,1,1,28,5,3,10,5,3,12.4,Graduate
1,0,0,0,0,0,21,6,6,11.5,6,4,13.25,Graduate
1,0,1,0,0,0,23,8,7,11.32857143,8,7,11.32857143,Dropout
1,0,0,1,0,0,39,6,2,13,6,3,13,Enrolled
1,0,0,1,0,0,18,7,6,13.03333333,7,6,13.03333333,Graduate
1,0,0,1,0,0,59,6,6,12.16666667,6,4,11.75,Graduate
1,0,1,1,1,0,30,5,4,14.5,5,3,16.2,Enrolled
1,0,0,1,0,0,18,5,5,14.4,5,5,13.6,Graduate
0,0,0,1,0,0,41,6,4,12.25,7,6,12.5,Enrolled
1,0,0,1,0,0,27,7,0,0,7,0,0,Dropout
1,0,0,1,0,1,18,6,6,12.66666667,6,6,12,Graduate
1,0,1,0,0,0,20,6,2,12,6,3,11.66666667,Dropout
1,0,0,0,0,0,32,5,0,0,5,0,0,Dropout
1,0,0,1,0,0,19,5,3,11.66666667,5,4,10.8,Dropout
1,0,0,1,0,0,41,6,0,0,6,0,0,Dropout
0,0,0,1,0,0,38,5,1,10,5,0,0,Dropout
1,0,0,1,1,0,35,7,0,0,6,0,0,Dropout
0,0,0,1,0,0,27,6,4,12.25,6,3,12,Dropout
1,0,0,1,0,0,19,6,4,12,6,6,12.5,Graduate
1,0,0,0,0,0,18,6,5,12.6,6,5,11.8,Enrolled
0,0,0,0,0,0,39,5,0,0,5,0,0,Dropout
1,0,0,0,0,0,37,5,0,0,5,0,0,Dropout
1,0,0,0,0,0,37,8,0,0,8,0,0,Dropout
0,0,0,1,0,1,35,16,16,12.6875,13,13,12,Graduate
1,0,0,1,0,0,49,13,10,10.4,9,6,10.66666667,Graduate
1,0,0,1,0,0,52,15,14,10.46666667,12,12,10.92307692,Graduate
1,0,0,1,0,0,18,5,5,14.33333333,5,5,13,Graduate
0,0,0,1,0,1,30,7,6,14.66666667,6,6,14.33333333,Graduate
1,0,0,1,0,0,21,7,7,12.83571429,8,8,14.23125,Graduate
1,0,0,1,1,0,20,5,0,0,5,0,0,Dropout
1,0,1,1,1,0,18,5,0,0,5,0,0,Enrolled
1,0,0,1,1,0,19,0,0,0,0,0,0,Dropout
1,0,0,1,1,0,18,8,8,13.24875,8,8,13.24875,Graduate
1,0,0,1,1,0,20,7,7,12.85714286,7,4,12.75,Enrolled
1,0,0,1,0,0,21,6,5,13.6,6,4,14.25,Enrolled
1,0,0,1,0,1,22,5,3,14,5,5,12.4,Graduate
1,0,1,0,0,0,20,6,3,12,6,2,11,Enrolled
1,0,0,1,0,0,20,6,6,13.16666667,6,4,14,Enrolled
1,0,0,1,0,1,19,6,6,13.625,6,6,12.16666667,Graduate
1,0,0,1,0,1,18,7,7,14.85,8,8,15.61111111,Graduate
1,0,0,1,1,0,21,5,4,10.75,5,5,11.4,Graduate
1,0,1,1,0,0,19,7,0,0,7,2,11.66666667,Enrolled
1,0,0,1,0,0,37,6,0,0,6,0,0,Dropout
0,0,0,1,0,0,45,12,12,14,7,7,13.85714286,Enrolled
1,0,1,0,1,0,38,6,0,0,6,0,0,Dropout
0,0,0,0,1,0,55,5,0,0,5,0,0,Dropout
1,0,1,0,0,0,28,6,5,13,6,4,11.75,Dropout
0,0,0,1,0,0,46,8,8,12.375,9,5,12.4,Graduate
1,1,0,1,0,0,22,0,0,0,0,0,0,Graduate
1,0,0,1,0,0,46,6,5,11.4,6,4,13.75,Dropout
0,0,0,1,0,0,28,5,4,11.25,5,4,13,Enrolled
1,0,1,0,0,0,18,5,3,13,5,3,12,Dropout
1,0,0,1,1,1,18,0,0,0,0,0,0,Enrolled
1,0,0,1,1,1,21,6,6,13.5,6,6,14.16666667,Graduate
1,0,0,1,0,0,18,6,1,11,6,4,11,Enrolled
0,0,0,1,0,0,34,5,0,0,5,1,11,Dropout
1,0,0,1,0,1,21,6,5,12,6,5,11.2,Dropout
1,0,0,1,0,1,18,6,5,13,6,6,13,Graduate
1,0,0,1,1,0,20,0,0,0,0,0,0,Graduate
1,0,0,1,0,0,18,5,4,12,5,4,12.25,Enrolled
1,0,0,1,1,0,21,5,5,11.16666667,5,3,10.8,Enrolled
1,0,0,1,1,0,19,6,2,10.5,6,1,12,Dropout
0,0,0,1,1,0,22,6,6,12.66666667,6,6,12.16666667,Graduate
1,0,0,1,1,0,23,6,1,11,6,0,0,Dropout
1,0,0,1,1,0,19,0,0,0,0,0,0,Dropout
1,0,0,1,1,0,18,5,4,11.5,5,2,10.33333333,Enrolled
1,0,1,0,1,1,19,0,0,0,0,0,0,Dropout
1,0,0,1,1,0,19,5,2,10.5,5,4,11.75,Enrolled
1,0,0,1,1,0,19,5,4,12.5,5,4,11,Enrolled
1,0,0,1,1,0,22,7,6,12.83333333,8,6,12.5,Enrolled
1,0,0,1,1,1,18,6,6,15.57142857,6,6,16.14285714,Graduate
1,0,0,1,1,0,18,6,4,12,6,5,11.8,Dropout
1,0,1,1,1,0,19,6,4,11.25,6,3,11.33333333,Dropout
1,0,0,1,1,0,18,0,0,0,0,0,0,Graduate
1,0,0,1,1,0,21,6,6,12.28571429,6,4,14.25,Enrolled
1,0,0,1,1,0,18,6,5,11,6,3,10.33333333,Enrolled
1,0,0,1,1,0,19,6,6,12.14285714,6,5,13.6,Graduate
1,0,1,0,1,0,27,6,2,11.5,6,0,0,Dropout
1,0,1,1,1,0,20,12,11,12.54545455,10,8,11.625,Enrolled
1,0,0,1,1,0,20,6,4,13,6,6,13,Graduate
1,0,0,1,1,0,18,8,8,12.8875,8,8,12.8875,Graduate
1,0,0,1,1,0,18,6,6,12.66666667,6,5,13.6,Enrolled
1,0,0,1,1,0,18,6,6,12.83333333,6,6,12.57142857,Graduate
1,0,0,1,1,0,18,5,3,10.66666667,5,2,12.5,Dropout
1,0,0,1,1,0,18,5,5,13,5,5,12.4,Enrolled
1,0,0,1,0,0,18,7,6,11.98333333,8,8,12.28125,Graduate
0,0,0,0,0,0,37,5,0,0,5,0,0,Dropout
0,0,0,1,0,1,36,6,6,11.83333333,6,6,11.5,Graduate
1,0,0,1,0,0,26,6,3,12.66666667,6,2,11,Dropout
1,0,0,1,0,0,19,5,4,13.75,5,4,14.5,Graduate
0,0,0,1,0,0,24,6,5,11.4,6,5,11.8,Dropout
1,0,0,1,0,1,19,6,6,13.16666667,6,6,13,Dropout
1,0,0,1,0,1,20,7,6,12.83333333,8,5,11.8,Graduate
1,0,0,1,0,0,19,6,6,14.125,6,5,14.5,Graduate
1,0,0,1,0,0,21,5,3,11.66666667,5,5,13,Graduate
1,0,0,0,0,0,50,7,6,10.25,7,4,11.25,Dropout
1,0,0,1,0,0,47,7,6,12.51428571,7,4,11.75,Dropout
1,0,0,1,0,0,24,13,10,11.5,13,9,10.44444444,Dropout
0,0,0,0,0,0,48,5,1,10,5,0,0,Dropout
1,0,0,1,0,1,18,6,6,15.71428571,6,5,12.77777778,Graduate
0,0,0,1,1,0,32,6,4,12.5,7,4,11,Dropout
1,0,0,0,1,0,20,5,3,12,5,4,12.75,Dropout
1,0,1,1,1,0,24,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,53,5,4,12.25,5,4,11.75,Graduate
1,0,1,0,1,0,42,4,0,0,4,0,0,Dropout
0,0,0,1,1,0,52,5,5,13.6,5,5,14.2,Graduate
0,0,0,1,1,0,54,13,13,13.30769231,11,11,12.81818182,Enrolled
0,0,0,1,1,0,49,5,5,12.2,5,5,11.8,Graduate
1,0,0,1,1,1,18,6,6,12.28571429,6,6,13.33333333,Graduate
1,0,0,1,1,0,37,5,3,12,5,4,13,Graduate
1,0,0,1,1,1,21,7,6,13.34285714,8,7,11.65,Graduate
1,0,1,1,1,0,26,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,20,12,11,14.27272727,12,11,14.81818182,Graduate
1,0,0,1,0,1,19,7,7,12.1375,8,8,12.91111111,Graduate
1,0,0,1,0,0,18,6,6,14.16666667,6,6,14.85714286,Graduate
1,0,0,1,0,0,18,7,7,13.52857143,8,8,14.65555556,Graduate
0,0,0,1,0,0,20,6,5,12,6,6,11,Graduate
1,0,0,1,0,0,20,5,5,11.4,6,1,11,Dropout
1,0,0,1,0,0,21,0,0,0,0,0,0,Dropout
1,0,0,1,0,0,22,12,12,12.91666667,11,11,14.5,Graduate
1,0,0,1,0,1,18,7,7,13.6375,8,8,14.3875,Graduate
1,0,0,1,0,0,18,7,7,12.9,8,7,12.14285714,Dropout
1,0,0,1,0,1,19,8,7,14.36,8,7,14.36,Graduate
1,0,0,1,0,0,19,8,7,14.51428571,8,7,14.51428571,Enrolled
1,0,0,1,0,0,18,8,7,14.7,8,7,14.7,Graduate
0,0,0,1,0,0,27,5,5,15.2,5,5,14,Enrolled
1,0,0,1,0,1,20,7,7,13,8,8,15.0625,Graduate
1,0,0,1,0,0,20,6,6,13.5,6,0,0,Dropout
1,0,0,1,0,0,20,5,5,12.33333333,5,5,12.6,Graduate
1,0,0,1,0,0,19,5,5,13.4,5,5,13,Graduate
1,0,0,1,0,0,20,5,4,11.75,5,2,10.5,Enrolled
1,0,0,1,0,1,20,0,0,0,0,0,0,Graduate
1,0,0,1,0,0,20,0,0,0,0,0,0,Enrolled
1,0,0,1,0,0,27,12,11,14.72727273,9,7,14.14285714,Graduate
1,0,0,1,0,0,18,6,6,16.57142857,6,6,15.66666667,Graduate
1,0,0,1,0,0,18,7,7,15.145,8,8,15.7425,Graduate
1,0,0,1,0,1,18,7,7,13.44285714,8,8,15.075,Graduate
1,0,0,1,0,0,20,5,5,14.16666667,5,4,11.75,Graduate
1,0,0,1,0,0,19,6,6,14,6,5,15,Enrolled
1,0,0,1,0,1,20,6,6,11.33333333,6,6,12.33333333,Graduate
1,0,0,1,0,0,18,8,8,13.76125,8,8,13.76125,Graduate
1,0,1,0,0,0,22,7,5,11.6,9,5,10,Dropout
0,0,1,1,0,1,22,6,4,12.75,6,5,13,Graduate
0,0,0,1,0,0,25,5,4,12.5,5,4,11,Enrolled
1,0,0,1,0,0,19,6,6,15.30769231,6,6,14,Graduate
1,0,0,0,0,0,21,6,5,13.28571429,6,4,12,Dropout
1,0,0,1,0,0,27,7,7,14.75714286,8,8,14.07777778,Graduate
1,0,0,1,0,0,18,7,6,12.76666667,7,6,12.76666667,Graduate
1,0,0,0,0,0,18,5,5,10.4,6,0,0,Dropout
1,0,0,1,1,0,19,7,0,0,7,0,0,Dropout
0,0,0,1,1,1,35,5,4,10.5,5,5,12.6,Graduate
1,0,0,1,1,0,23,5,4,14.25,5,5,13.4,Graduate
1,0,0,1,1,0,28,7,3,11.91666667,7,0,0,Dropout
1,0,0,1,1,0,19,5,3,10.66666667,5,2,14,Enrolled
1,0,0,1,1,0,19,6,4,12.25,6,3,12.66666667,Enrolled
1,0,1,1,1,0,20,5,4,12,5,5,11.6,Dropout
1,0,0,1,1,0,21,5,3,11,5,4,12.75,Dropout
1,0,0,1,1,0,18,6,6,14.16666667,6,5,13,Graduate
1,0,0,1,1,0,22,6,6,14.66666667,6,6,15,Graduate
1,0,0,1,1,0,21,5,0,0,5,5,12.28571429,Graduate
1,0,1,0,1,0,38,7,3,12.66666667,5,0,0,Dropout
1,0,0,1,1,0,20,0,0,0,0,0,0,Enrolled
1,0,0,1,1,0,19,0,0,0,0,0,0,Dropout
1,0,0,1,1,0,24,5,0,0,5,0,0,Dropout
1,0,0,0,1,0,19,6,0,0,6,0,0,Dropout
1,0,0,1,1,1,19,7,7,13.7,8,8,14.02222222,Graduate
1,0,0,1,1,0,19,5,5,11.8,5,4,12.4,Enrolled
1,0,0,1,1,0,31,5,0,0,5,0,0,Dropout
1,0,0,1,1,1,19,6,6,13.33333333,6,6,13.28571429,Graduate
1,0,0,1,1,0,22,6,5,11.4,6,6,12.16666667,Graduate
1,0,0,1,1,0,25,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,18,7,7,16.14285714,8,0,0,Dropout
1,0,0,1,1,0,30,8,0,0,8,0,0,Dropout
1,0,0,1,1,1,18,8,8,15.63375,8,8,15.63375,Graduate
1,0,0,1,1,0,18,6,6,13.66666667,6,6,14.5,Graduate
1,0,0,1,1,0,18,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,18,6,6,12.5,6,6,11.5,Graduate
1,0,0,1,1,1,25,6,6,12.28571429,6,6,13,Graduate
1,0,0,1,1,0,18,5,2,14,5,3,11,Enrolled
1,0,0,1,1,0,18,0,0,0,0,0,0,Dropout
1,0,0,1,1,0,19,5,4,10.75,5,4,12.25,Enrolled
1,0,0,1,1,0,25,7,4,12.95,7,4,13.125,Dropout
1,0,0,1,0,0,19,7,6,12.45,7,6,12.45,Graduate
0,0,0,1,0,0,31,6,4,12.25,7,7,12,Enrolled
1,0,0,1,0,1,20,8,8,13.38125,8,8,13.38125,Graduate
1,0,0,0,0,0,33,7,5,12.16,6,5,11.34,Dropout
1,0,1,0,0,0,24,6,4,12.5,6,2,11.5,Enrolled
1,0,0,1,0,1,18,6,6,12.75,6,6,12.16666667,Graduate
1,0,0,1,0,0,19,8,8,13.3425,8,8,13.3425,Graduate
1,0,0,1,0,1,20,7,7,14.175,8,6,13.03125,Graduate
1,0,0,1,1,1,33,8,1,10,8,1,10,Enrolled
1,0,0,1,1,0,24,5,0,0,5,2,14.5,Dropout
0,0,0,1,1,0,24,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,18,5,5,12,5,5,12.14285714,Graduate
1,0,0,1,0,1,18,6,6,10.57142857,6,5,11.4,Graduate
1,0,0,1,0,0,22,12,11,14.15384615,12,12,15.42857143,Graduate
1,1,0,1,0,1,18,6,6,11.16666667,6,5,12.4,Graduate
1,0,0,1,0,0,21,17,17,12,17,17,12.66666667,Graduate
0,0,0,1,0,0,38,5,3,11.33333333,5,4,12,Dropout
1,0,0,1,0,1,29,16,16,12.58823529,13,13,13.35714286,Graduate
1,0,0,1,0,1,20,6,4,12,6,4,10.75,Enrolled
1,0,0,0,0,0,18,6,0,0,6,0,0,Dropout
0,0,0,1,1,0,37,12,12,12.25,13,13,12.84615385,Graduate
1,0,0,1,1,0,20,5,5,11.6,5,5,12.8,Graduate
1,0,0,0,1,0,20,5,4,13,5,3,12,Dropout
1,0,1,1,1,0,40,5,3,10.66666667,5,2,12.5,Dropout
0,0,0,1,1,0,44,11,9,12.33333333,11,9,11,Enrolled
1,0,0,0,1,0,21,5,2,11,5,3,11.42857143,Dropout
1,0,0,1,1,0,21,7,6,13.42857143,9,8,13.125,Graduate
1,0,0,1,1,0,18,8,8,13.05375,8,8,13.05375,Graduate
1,0,0,1,1,0,18,7,6,12.03571429,8,7,13.75,Enrolled
1,0,0,1,1,0,27,6,6,14.16666667,6,6,13.83333333,Graduate
1,0,0,0,1,0,38,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,18,6,5,13.6,6,3,12.66666667,Dropout
1,0,0,1,1,0,19,6,5,12.2,6,2,12,Enrolled
1,0,0,1,1,0,18,6,6,13.71428571,6,5,13.33333333,Dropout
1,0,1,0,1,0,19,6,3,11.66666667,6,2,10,Dropout
1,0,1,0,1,0,44,6,1,14,6,0,0,Dropout
1,1,0,1,1,0,26,6,4,12.5,6,3,10,Dropout
1,0,1,0,1,0,24,6,5,11.83333333,6,4,11.5,Dropout
1,0,0,0,1,0,27,6,0,0,6,0,0,Dropout
1,0,1,0,1,0,27,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,25,17,13,11.53846154,15,10,12.4,Dropout
1,0,0,1,1,0,21,9,7,11.28571429,8,4,12.25,Enrolled
1,0,0,1,1,1,19,0,0,0,0,0,0,Graduate
1,0,0,1,1,0,20,6,5,11.8,6,4,12,Enrolled
1,0,0,1,1,0,20,5,0,0,5,2,10.5,Enrolled
1,0,1,0,1,0,20,5,0,0,5,0,0,Dropout
1,0,0,0,1,1,18,5,5,14.2,5,5,14.2,Enrolled
1,0,1,1,1,0,19,12,10,12.7,11,10,12.27272727,Enrolled
1,0,0,0,0,0,22,6,3,12.66666667,6,0,0,Dropout
1,0,0,1,0,0,19,6,6,14.42857143,6,6,15,Graduate
1,0,0,1,0,1,18,7,7,13.11714286,8,7,12.6,Graduate
1,0,1,1,0,0,20,6,6,12.66666667,6,6,11.83333333,Graduate
1,0,0,1,0,1,18,0,0,0,0,0,0,Dropout
1,0,0,1,1,0,36,6,6,15.28571429,6,6,16.5,Graduate
1,0,1,1,1,0,19,5,3,10.5,5,4,11.25,Graduate
1,0,0,1,1,1,21,11,11,12.63636364,9,9,12.6,Graduate
